""	"67.AV770T"	"35.AV590"	"25.AV608"	"18.AV863"	"06.AV996"	"91.AV609"	"19.AV864"	"79.AV567"	"82.AV579"	"55.AV717T"	"40.AV521"	"10.AV587"	"12.AV596"	"01.AV967"	"34.AV589"	"03.AV971"	"49.AV555T"	"84.AV803"	"52.AV612TA"	"68.AV791T"	"94.AV802"	"24.AV580"	"69.AV782.2T"	"93.AV611"	"44.AV543"	"36.AV591"	"75.AV794TA"	"80.AV568"	"66.AV604T"	"04.AV972"	"02.AV968"	"45.AV571"	"92.AV610"	"08.AV583"	"76.AV833T"	"56.AV718T"	"17.AV817"	"11.AV588"	"50.AV555TA"	"53.AV650T"	"71.AV604TA"	"81.AV570"	"70.AV794T"	"86.AV866"	"54.AV650TA"	"42.AV541"	"73.AV791TA"	"74.AV782.2TA"	"43.AV542"	"83.AV814"	"13.AV597"	"05.AV974"	"09.AV584"	"41.AV527"	"51.AV612T"	"32.AV572"	"85.AV865"	"33.AV586"	"37.AV598"	"16.AV816"	"48.AV551T"	"72.AV770TA"
"f__Porphyromonadaceae"	21.3853817475485	7.62186041894173	7.29740076300608	4.25046929471709	2.52711108216368	9.24689801605732	9.10058272105397	16.3301859242675	3.27240135898451	4.19189717256859	18.6908844255191	10.6965348267413	7.27027344208426	7.46961325966851	9.85734133035139	1.78744830066535	4.01230484255094	10.601410474076	12.9657414353588	18.3002069584912	15.0225684333139	3.13611037410454	11.9476993822544	7.36826058234666	14.4686137308589	4.81406417234077	7.24677873538697	9.0743792260924	16.8596237337193	9.46846468674572	3.78636098501179	11.1243994473885	10.2623122678274	9.74810156223865	10.2390024246623	4.32181407413605	5.08871777703382	9.87370466321244	4.37106406711129	16.6773942958606	14.0910314073732	14.196359755736	8.91256614232748	5.67424081545976	9.38332901810872	13.6211189592967	14.4576153003287	10.3266447964256	7.96897952129958	4.5857550980199	19.5167057082974	4.09469206584058	9.22057730007436	15.1239475536324	15.9005530627152	18.8959449626249	10.8180825275047	14.4366592978381	7.22037817476597	3.12719217278937	6.83531514727598	15.7688540646425
"f__Prevotellaceae"	1.72937748676337	1.64300605579271	0.485789341676238	0.157548940734781	0.00976975933826163	1.49691460420676	0.116544210793007	2.39462669132678	0.483565041582425	1.77461286311744	0.81772619361646	1.85159257962898	3.43269569299378	0.00315706393054459	2.62952797262038	0.445962956302824	2.312119608362	2.2789604283662	6.65791447861966	1.25151313991175	4.08779848573093	0.263553550897674	4.97243690960969	1.43808120331318	1.19916844133455	1.32534784687906	0.258127826606366	1.52849593726917	5.51597461872426	3.82254171476545	0.174989221678375	1.14852465100934	2.08072198546002	0.157227444552236	4.66574298579841	1.73207262990544	0.177435554067626	1.8199481865285	2.5608254130551	2.97414271446011	4.407411678776	0.712930574494575	0.334761167704546	0.598853259715438	1.63724698822705	4.8681335433711	1.2272138659229	3.66091734256446	0.522768512917999	0.615702886415132	3.80964122796202	0.229332346957648	1.01061312783073	1.67088079660089	7.35416884065533	1.1510220281802	2.09382242467834	3.6681779010079	1.0479991049118	0.0184604024367731	1.63208207041268	1.21093402190366
"f__Promicromonosporaceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00315706393054459	0	0	0	0	0	0	0	0	0	0.00254077951115402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f__Propionibacteriaceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00728013977868375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0116189900773825	0	0	0	0	0	0	0	0	0	0.0021602004666033	0	0	0	0	0	0	0	0	0	0	0	0	0
"f__Pseudomonadaceae"	0	0	0	0	0	0	0.0152014187990879	0	0	0	0	0	0.00586785588545945	0.0315706393054459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00206198321545663	0	0	0	0.217555016316626	0	0	0	0	0	0	0	0.00424718623911659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f__Rhodobacteraceae"	0	0	0	0	0	0	0	0	0	0	0	0.00350017500875044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f__Rhodospirillaceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f__Rikenellaceae"	5.5954133901438	4.3383301896158	1.97087904109408	4.19013140252078	2.4196437294428	1.77426846261031	5.18368381048898	2.92611700574321	1.77376659649415	1.16262171196047	3.2124957606361	3.79068953447672	1.87771388334703	7.81057616416732	4.10694317373182	1.53209854342744	2.62966393225722	2.72626354969309	2.02759023089106	6.32590105041197	4.27344205008736	2.85309984965066	6.30765395163301	2.8126429188475	2.9611601257479	3.49554801539407	4.9812270671559	3.23313824649128	4.18846710453078	4.00881519571834	5.10004818543785	1.96094603789925	3.69425009685727	1.58565550463319	3.78940076203672	3.7528240314618	6.33746233679278	2.19235751295336	4.50352055399345	3.1206303406947	4.65344250951447	7.21379024129957	4.49587847809655	4.61244425568061	3.09934662422516	4.91132679506072	5.59816714812232	6.90522671926258	1.84481119847922	3.47748990247266	3.47367772161262	3.69520991307564	4.26215101737308	2.9325130985585	1.92267557132422	2.49388106105709	3.71347132315726	3.03121136048559	4.01670831313169	4.79970463356101	2.74345224216989	6.40548481880509
"f__Ruminococcaceae"	7.95764278329522	15.1643006055793	15.1201932596729	14.5313757039421	6.97560816751881	12.780837369783	10.4737775525716	9.64275284726955	7.94130520874585	5.75174796944889	7.85318611749633	10.9835491774589	12.1728670343856	10.0363062352013	13.2086340686524	14.3175687825931	10.1647261180206	11.6592660310827	7.42685671417854	5.67573899800851	12.489079790332	8.35765455027859	10.0556802127483	11.8679810966004	9.51221985599838	9.79208890305832	9.31606792388429	10.8888762619088	7.66169431147723	11.0583482002309	12.4495954959296	15.6339567395922	13.1064974133412	8.35312614993477	11.9709040526498	8.63526064764455	13.026447941078	15.1522020725389	8.84437524690354	8.49184330263012	8.59378003306039	5.58338768008537	8.61740038155574	12.2998513484816	8.44210237743493	12.2440164642512	6.85327223827074	10.4977157002838	11.9696707854489	9.32666732341641	10.6090494390334	13.068244867764	10.1027513012911	10.1086984855199	5.55410622978191	8.61943507309651	17.5444204693785	6.88673236164712	13.9447283034349	14.388037659221	6.5788451076397	10.9553913275755
"f__Saccharibacteria_genera_incertae_sedis"	0.272564929979009	0.0918296436017075	0.125407574617507	0.402252614641995	0.182368840980884	0.116780571959392	0.932353686344059	0.138226418767643	0.104216603789316	0.332638989810912	0.307118363040283	0.56002800140007	0.363807064898486	0.476716653512234	0.10843414320084	0.7516633698975	1.40248743053718	0.153454355491707	0.200050012503126	0.279198719200281	0.273005241700641	0.25470947200849	0.229923266572481	0.177854565780782	0.461413649731265	0.059207979413841	0.0981312398668828	0.257590393393564	1.91751085383502	0.69524609088047	0.284040475767797	0.129904942573767	0.16864559356412	0.227478004884087	1.17076550051957	1.20492009036901	0.33478406427854	1.06541450777202	1.16887040178468	0.679169903451337	1.06293007342483	0.262346593940831	0.165580792628055	0.88341473773625	0.300035029470446	0.309975100360791	0.364578145233589	0.352204802060901	0.142573230795818	0.0689587232784947	0.46849956848724	0.388385426299242	0.415737172987224	0.609962724500169	0.936554314932693	0.102533571475822	1.29198966408269	0.1086589980891	0.227501585052027	0.387668451172236	4.76801119141991	0.525331671267029
"f__Sphingomonadaceae"	0	0	0	0	0	0.001327051954084	0	0	0	0	0	0	0	0	0	0	0	0	0.00416770859381512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00221950948840306	0	0	0	0	0.0395985318082822	0	0	0	0.0194418041994297	0	0	0	0	0	0	0	0	0	0	0	0	0.00178078532632891
"f__Staphylococcaceae"	0.00313293022964379	0	0.0422425514501076	0	0	0.0928936367858802	0	0	0	0.0064590095108915	0.00376832347288691	0.0105005250262513	3.83170989320503	0.0820836621941594	0	0	0	0.0130599451482304	0	0.00780975438322465	0.112842166569598	0	0	0.00254077951115402	0	0	0	0	0.00834910386285205	0.00524714030853185	0.00253607567649819	0	0.00227899450762324	0.0100357943331215	0.00346380325597506	0.0962262572169693	0.0100435219283562	0.113341968911917	0	0	0	0.00148218414655837	0.00719916489687196	0.00424718623911659	0	0	0	0.00201259886891944	0	0	0.970903711009739	0	0.00337997701615629	0	0	0	0.00266389621460348	0.00749372400614485	0.00372953418118077	0.059073287797674	0	0.00356157065265782
"f__Streptococcaceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143859018162201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f__Sutterellaceae"	0.137848930104327	0.198550580760449	0.113526857022164	0	0.0423356237991337	0.17251675403092	0.0912085127945275	0.718388007398033	0.0812889509556663	0.143712961617335	0.474808757583751	0.346517325866294	0.143762469193757	0.236779794790844	0.193148317576497	0.273332134508182	0	0.195899177223456	1.09193965157956	0.355343824436721	0.240244612696563	0.0566021048907756	0.0747943156320119	0.142283652624625	0.512118446405029	0.0500990595040193	0.142930284153938	0.204557077106654	0.150283869531337	0.102319236016371	0.116659481118917	0.437140441676805	0.157250621026004	0.926638343424882	0.183581572566678	1.82829888712242	0.0535654502845664	0.126295336787564	0.0766853345107243	0.785706358894684	0.20758851343559	0.29940119760479	0.183578704870235	0.0594606073476322	0.472136340791057	0.162609888713858	0.53790218149218	0.0523275705919053	0.133932428929405	0.14038025810265	0.342127974355813	0.166450896985389	0.18251875887244	0.490055522247999	0.832202859229886	0.605278825163723	0.157169876661605	0.23230544419049	0.0783202178047962	0.0553812073103193	0.396362788528794	0.119312616864037
"f__unknown_ Acidimicrobiales"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f__unknown_ Actinomycetales"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f__unknown_ Alphaproteobacteria"	0.187975813778627	0.0471557629306066	0	0	0	0.017251675403092	0	0.027255913559817	0	0.116262171196047	0.324075818668275	0.0700035001750088	0.31979814575754	0	0	0.00359647545405503	0.00330775337390844	0.146924382917592	0.352171376177378	0.0312390175328986	0.200203843913803	0	0.958475304025042	0.0355709131561563	0.294087820707839	0	0.0234661660551242	0.0416690342254295	0.166982077257041	0.136425648021828	0	0.0412396643091325	0.0364639121219718	0.00669052955541431	0.169726359542778	0.108777508158313	0.033478406427854	0.155440414507772	0.0395045662631004	1.03429142159582	0.194133702379579	0.0652161024485682	0.0539937367265397	0.0127415587173498	0.933611538402961	0.129579755068855	0.0219145333200518	0.796989152092097	0.0561652121316858	0.0270909270022658	0.249660954259647	0.0147956352875902	0.00337997701615629	0.0677736360555743	0.362621308567254	0.0264602765098895	0.0932363675111218	0.0449623440368691	0.00372953418118077	0	0.0466309162975052	0.110408690232392
"f__unknown_ Bacillales"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015785319652723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f__unknown_ Bacteria"	1.26883674300573	0.481485158344088	0.294377780417937	0.0905068382944489	0.045592210245221	0.0915665848317962	2.1434000506714	0.953956974593595	0.318902807595306	0.560319075069838	0.994837396842145	0.658032901645082	0.331533857528459	0.249408050513023	0.0609942055504727	0.0143859018162201	0.172003175443239	0.287318793261068	0.295907310160874	1.47799601702526	0.593331391962726	0.553639338462899	1.69533782099227	0.203262360892322	1.29804279484839	0.170792248309157	0.153596723269904	0.54359149194083	0.219859735055104	0.139049218176094	0.0481854378534655	0.614470998206075	0.141297659472641	0.00334526477770716	0.128160720471077	1.14216383566229	1.02778707733512	0.86139896373057	0.45081681500244	2.61902119631561	0.138392342290393	0.78111104523626	0.248371188942083	0.479932045020174	5.65497494631353	1.91320697189898	1.0180296842315	1.90995632660454	0.473083902186123	0.859521229435524	0.616446800641105	0	0.270398161292503	0.96968433125668	0.174788688302202	0.638354170801085	0.0106555848584139	0.438382854359474	0.648938947525454	0.195680265829795	0.641175099090697	0.822722820763957
"f__unknown_ Bacteroidales"	2.25570976534353	0.250670108210066	0.260055707364725	0.221238938053097	0.136776630735663	0.290624377944396	0.6283253103623	0.416626107271488	0.0917106113345978	0.515106008493598	0.629310019972115	0.71403570178509	0.340335641356648	0.356748224151539	0.52522788112907	0.0683330336270455	0.55239481344271	0.316703669844586	3.26748353755106	0.905931508454059	0.451368666278393	0.150349341116123	1.93357156707942	0.398902383251181	0.752966230605415	0.211782387903354	0.443723867224166	0.314411803700967	2.80529889791829	0.989085948158253	0.502142983946641	0.676330494669773	0.396545044326443	0.110393737664336	0.775891929338414	1.40574010543051	0.264479410780047	0.268782383419689	0.546092533636976	2.06858284319165	2.95429208472687	0.794450702555286	0.518339872574782	0.73476321936717	1.04783807246531	1.00868946592815	0.743101902579938	1.40680660937469	0.295947463924652	0.167471185104915	0.903094562939219	0.340299611614574	0.358277563712567	0.737689961681829	2.67400605238443	0.45974730435933	1.08953355177282	0.427142268350256	0.440085033379331	0.317518921912498	0.835470583663635	1.73626569317069
"f__unknown_ Bacteroidetes"	0.576459162254457	0.245706343691055	0.219133235647433	0.227943148297131	0.250757156348715	0.1327051954084	0.334431213579934	0.667769882215516	0.1980115471997	0.12918019021783	0.382484832498022	0.378018900945047	0.334467785471189	0.132596685082873	0.355799532377757	0.356051069951448	0	0.326498628705759	0.385513044927899	0.523253543676051	0.265725101921957	0.111435394003715	0.487548131527189	0.274404187204634	0.354933576716357	0.325643886776126	0.351992490826862	0.611777184309715	0.411889123900701	0.658516108720747	0.542720194770612	0.352599129843083	0.202830511178468	0.00334526477770716	0.377554554901282	0.506233787967534	0.395045195848678	0.249352331606218	0.0255617781702414	0.0621462656752858	0.484373198016376	1.63929566609356	0.449947806054498	0.386493947759609	0.0807200840707291	0.457340312007724	0.561808945114055	0.406544971521726	0.408277888188024	0.219190227563787	0.548637652570583	0.273719252820418	0.239978368147097	0.508302270416808	0.172179901909632	0.105841106039558	0.202456112309864	0.052456068043014	0.152910901428412	0.321211002399852	0	0.698067847920933
"f__unknown_ Burkholderiales"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00221950948840306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f__unknown_ Clostridiales"	2.78517497415333	1.98550580760449	3.32528084696316	1.95092518101368	2.50105839059498	3.06150885807179	5.62452495566253	2.19604789253383	1.56324905683974	1.08188409307433	3.91340392659305	5.89779488974449	3.2273207370027	2.49723756906077	2.5549794991698	4.04243841035785	7.59129399311988	2.32793522267207	2.04217721096941	1.46042406966301	1.75087361677344	1.60431591049792	1.49311615280202	3.8518217389095	3.27806510495893	1.62821943388063	1.2074409079273	3.60815955452014	3.09195146387621	3.1955084478959	2.61469402246963	1.70319813596717	2.17416076027257	2.84347506105108	2.49740214755802	3.63986277298971	5.12889186474725	5.08743523316063	4.97060395510423	2.2461436022639	4.61307807634644	7.74885871820715	1.98696951153666	3.96262476109577	1.94337409951416	3.66888561410641	1.40452236278514	1.55171372793689	3.13661107750799	0.943256821987982	5.11650844532117	2.32661364897355	4.05597241938755	2.78132575658838	2.34008139413545	1.92498511609446	5.59418205066731	2.01955861965604	2.04378473128706	2.27432158021045	5.27317945130955	3.67910248419553
"f__unknown_ Deltaproteobacteria"	0.20677339515649	0.0645289387471458	0.00528031893126345	0	0	0.0769690133368721	0	0.00584055290567507	0.0208433207578631	0.145327713995059	0.429588875909108	0.0210010500525026	0.132026757422838	0	0.0101657009250788	0.0251753281783852	0.631780894416512	0.0424448217317487	0.816870884387764	0.0331914561287047	0.0910017472335469	0.00176881577783674	0.343499819939611	0.0533563697342345	0.144508670520231	0	0	0.0321987991741955	0.111321384838027	0.0419771224682548	0	0.0103099160772831	0.0820438022744365	0	0	0.121328759099657	0.0234348844994978	0.123056994818653	0.0906281226035833	0.843413605593164	0.180678891323569	0.0533586292761013	0.0107987473453079	0	0.662513897561644	0.111794298490777	0.00597669090546867	0.245537062008171	0.0237622051326363	0.00738843463698158	0.527062014548144	0.0184945441094877	0.0270398161292503	0.0886270625342127	0.307836794323281	0.0297678110736257	0.199792216095261	0	0.00372953418118077	0.00738416097470925	0.485738711432346	0.137120470127326
"f__unknown_ Firmicutes"	0.369685767097967	0.558423508388762	0.279856903356963	0.341914722445696	0.130263457843488	0.517550262092761	0.99315936154041	0.311496154969337	0.170915230214478	0.0855818760193125	0.342917436032709	0.588029401470073	0.610257012087783	0.189423835832675	0.420182304903257	0.614997302643409	0.532548293199259	0.372208436724566	0.841877135950654	0.138623140302238	0.46592894583576	0.371451313345715	0.789495553893459	0.645357995833121	0.441131731061758	0.148019948534603	0.253861250959979	0.482981987612933	0.331181119893131	0.802812467205374	0.213030356825848	0.820669319751737	0.426171972925545	0.190680092329308	0.436439210252858	0.19663626474772	0.281218613993974	0.667098445595855	0.650663444333418	0.410609255354566	0.482451082151232	1.20649789529851	0.223174111803031	0.195370566999363	0.348771684003717	0.536104476853499	0.195238569578643	0.869442711373196	0.529249114317809	0.265983646931337	0.61952903464431	0.310708341039394	0.577976069762725	0.495268878867659	0.545236356047167	0.304293179863729	0.916380297823597	0.502079508411705	0.469921306828777	0.19937234631715	0.485738711432346	0.582316801709555
"f__Verrucomicrobiaceae"	0	0	0	0.00335210512201663	0	0	0	0	0	0	0	0	0.00586785588545945	0.00315706393054459	0	0.00359647545405503	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00262357015426593	0	0	0	0.224132740106379	0	0	0.0133913625711416	0.00323834196891192	0	0	0	0	0	0.0594606073476322	0	0	0	0	0	0	0	0.0147956352875902	0	0	0	0	0.0239750659314313	0.0187343100153621	0	0.00369208048735462	0	0
"f__Vibrionaceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f__Xanthomonadaceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0194812423466548	0	0	0	0	0	0	0.179901263492594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
